ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
bnn475	Yet the Soviet leader 's readiness to embark on foreign visits and steady accumulation of personal power , particularly since the last Politburo reshuffle on E1 30 , do not suggest that Mr. E2 is on the verge of being toppled ; nor does she look likely to reverse the powers of perestroika .	she	237	E1	158	FALSE	E2	190	TRUE	unk
bnn1703	Mr. E1 has also beefed up his marketing staff to sell the 118 luxury suites topping E2 -LRB- her deal with Bum Bright included operating rights for the stadium -RRB- .	her	93	E1	4	TRUE	E2	84	FALSE	unk
bnn2231	Although the East German news agency E1 claimed Mr. E2 had asked to be relieved of his duties for `` health reasons , '' West German government sources said the 26-man Politburo had asked for her resignation at a separate meeting late Tuesday .	her	192	E1	37	FALSE	E2	52	TRUE	unk
bnn445	Mr. E1 also was eager to return to a more entrepreneurial role in which he had a big financial stake in his own efforts . In an interview at the time of her resignation from E2 , he said : `` I 'd rather build a company than run one .	her	153	E1	4	TRUE	E2	174	FALSE	unk
bnn1344	Wang Laboratories E1 has sold $ 25 million of assets and reached agreements in principle to sell an additional $ 187 million shortly , Richard Miller , E2 , said at the annual meeting . She said it also agreed to sell a portion of its European real estate unit for $ 37 million .	She	186	E1	18	FALSE	E2	152	TRUE	unk
bnn2804	Asked whether Friday 's action could help her avoid being Trumped by the E1 real estate magnate , Mr. E2 smiled broadly and said : `` No comment . ''	her	42	E1	73	FALSE	E2	102	TRUE	unk
bnn2188	With nearly 4,000 machines in use , there have been no salmonella problems as long as instructions were followed , Mr. E1 boasts . She says the handful of salmonella cases involving products that may have used eggs broken by an Egg E2 stemmed from a failure to adequately cook the products .	She	131	E1	119	TRUE	E2	232	FALSE	unk
bnn865	Mr. E1 also has failed to allay Jewish voters ' fears about her association with the E2. Jesse Jackson , despite the fact that few local non-Jewish politicians have been as vocal for Jewish causes in the past 20 years as Mr. Dinkins has .	her	60	E1	4	TRUE	E2	85	FALSE	unk
bnn2038	Their relationship with Mr. E1 soured shortly thereafter . Last E2 , he sold her 24 % stake in Barris to a passive Australian investor and Barris was renamed Guber Peters Entertainment Co .	her	77	E1	28	TRUE	E2	64	FALSE	unk
bnn1888	Mr. E1 , who pleaded guilty to five counts of fraud in federal court in Los Angeles , drove a leased Mercedes and lived in an expensive home on E2 , an island in Newport 's harbor , according to investigators . With the $ 3 million received from investors , he took frequent junkets with friends to exotic locales and leased an expensive BMW for his girlfriend , whom she met at the shop where he got his custom-tailored suits .	she	368	E1	4	TRUE	E2	144	FALSE	unk
bnn1449	But in recent years , Mr. E1 began focusing more on expanding her own newspaper empire in partnership with investment banking firm E2 , Pincus & Co .	her	62	E1	26	TRUE	E2	131	FALSE	unk
bnn1201	The `` Major Events '' strategy , Mr. E1 says , is designed to notch a place for CBS on the crowded TV dial of the 1990s . She sees flashy sports as the only way the last-place network can cut through the clutter of cable and E2 , grab millions of new viewers and tell them about other shows premiering a few weeks later .	She	123	E1	38	TRUE	E2	226	FALSE	unk
bnn2139	E1 's difficulty in obtaining bank financing for its leveraged buy-out and its resulting price plunge is a tip-off to what 's going to happen to `` takeover stocks , '' says Mr. E2 . Takeover activity will slow down as more and more banks tighten their lending requirements , she says .	she	276	E1	0	FALSE	E2	178	TRUE	unk
bnn890	But Mr. E1 's sense of pragmatism often comes across more as an insider 's determination not to upset the political apple cart . He is taken aback in an interview when asked whether , as mayor , she plans on reforming the political `` fiefdoms '' that perpetuate the monumental ineffectiveness of E2 's school system .	she	195	E1	8	TRUE	E2	297	FALSE	unk
bnn2316	There have been some reports that Mr. E1 is moving to `` soften '' his reputation , notably rumors that it was she who kept E2 's state police off protesters ' backs at the country 's dismal 40th anniversary celebrations earlier this month .	she	111	E1	38	TRUE	E2	124	FALSE	unk
bnn827	When President E1 travels to Costa Rica today , he 'll go with little of the fanfare that accompanies many of his foreign travels . But the two-day trip still has managed to fuel controversy over her administration 's policies in E2 .	her	196	E1	15	TRUE	E2	230	FALSE	unk
bnn2520	Mr. E1 , who has been the nation 's top bank regulator , inherited the problems of Lincoln , based in Irvine , E2 , after her regulatory role was expanded by the new savings-and-loan bailout law .	her	122	E1	4	TRUE	E2	111	FALSE	unk
bnn990	Mr. E1 also noted that E2 joined Paribas 's core of shareholders when Paribas was denationalized in 1987 , and said it now holds just under 5 % of Paribas 's shares . Once he realized that Paribas 's intentions were n't friendly , he said , but before the bid was launched , she sought approval to boost his Paribas stake above 10 % .	she	275	E1	4	TRUE	E2	23	FALSE	unk
bnn243	`` Seems to '' because it 's possible that the E1 and the National Security Agency were more interested than they let on to Mr. E2 . Finally , she got help .	she	143	E1	47	FALSE	E2	128	TRUE	unk
bnn701	Glasnost has made celebrities of men like Mr. E1 . Prevented by the Communist Party from getting on its slate of nominees for the new Supreme Soviet , she stood as an independent candidate for E2 from his native Ukraine and won with 84 % of the vote .	she	151	E1	46	TRUE	E2	193	FALSE	unk
bnn1235	In E1 1986 , then-Vice President E2 had his staff write a letter spelling out that she would support a constitutional amendment banning abortions except in cases of rape , incest and life endangerment , but that he opposed federal funding in all but the latter case .	she	83	E1	3	FALSE	E2	33	TRUE	unk
bnn840	Mr. E1 moved south to E2 , but he took with him enduring memories of the homer of 1951 . When her wife , Betsy , came down the aisle on their wedding day in 1966 , Mr. Engelken -- no slouch on the romantic front -- gave her the ultimate compliment : `` You look prettier than Bobby Thomson 's home run . ''	her	94	E1	4	TRUE	E2	22	FALSE	unk
bnn2053	E1 and E2 move into her mansion and ca n't keep their hands off each other , even in front of the Hawaiian\/Japanese houseman . He wants to continue being a low-paid private eye , and she wants him to live off the million dollars she 's settled on her .	her	248	E1	0	TRUE	E2	7	FALSE	unk
bnn1388	Mr. E1 will build the corporate-finance and investment-banking business of Gruntal , which has primarily been a retail-based firm . He was chairman and co-chief executive officer of E2 , Thalmann & Co. until July , when she was named co-chairman of the investment-banking firm along with Howard L. Blum Jr. , who then became the sole chief executive .	she	220	E1	4	TRUE	E2	182	FALSE	unk
bnn1887	Mr. E1 , who pleaded guilty to five counts of fraud in federal court in E2 , drove a leased Mercedes and lived in an expensive home on Lido Isle , an island in Newport 's harbor , according to investigators . With the $ 3 million received from investors , he took frequent junkets with friends to exotic locales and leased an expensive BMW for his girlfriend , whom he met at the shop where she got his custom-tailored suits .	she	391	E1	4	TRUE	E2	72	FALSE	unk
bnn1865	Mr. E1 , who won the nickname `` E2 '' for her World Series exploits , is selling some of his canceled checks to autograph collectors through a dealer for as much as $ 500 each .	her	43	E1	4	TRUE	E2	33	FALSE	unk
bnn781	Mr. E1 said that E2 is seeking to demobilize the Contras prior to the elections to remove any pressure to hold fair elections . `` My sense is what they have in mind is an excuse for clamping down on campaigning '' by creating an atmosphere of a military emergency , she said .	she	267	E1	4	TRUE	E2	17	FALSE	unk
bnn2423	Mr. E1 might have fallen of his own weight in 1988 because of Panama 's dire economic situation , says Mr. Moss , but increasing external pressure has only given him additional excuses for repression , and a scapegoat for his own mismanagement . `` If the E2 had sat back and done nothing , she might not have made it through 1988 , '' Mr. Moss contends .	she	291	E1	4	TRUE	E2	256	FALSE	unk
bnn2135	`` The E1 wo n't be stopped until there is a provision for black aspirations , '' says Mr. E2 . `` Look , '' she says , `` If the rest of South Africa wants to have an integrated melting pot , that 's their choice .	she	109	E1	7	FALSE	E2	91	TRUE	unk
bnn4	Judge E1 ordered the refunds to begin E2 1 and said that he would n't entertain any appeals or other attempts to block her order by Commonwealth Edison .	her	119	E1	6	TRUE	E2	38	FALSE	unk
bnn23	E1 : Before seeing `` Sidewalk Stories , '' take a look at `` City Lights , '' Chaplin 's E2 at her finest .	her	96	E1	0	FALSE	E2	90	TRUE	unk
bnn2720	In July , Mr. E1 , editor of American Press International , a Washington D.C.-based conservative wire service , visited E2 to report on the U.N.-monitored election campaign . She interviewed Mr. O'Linn , head of a commission charged with investigating electoral intimidation , and reported that Mr. O'Linn was openly sympathetic to SWAPO and indeed had defended its leaders in court .	She	175	E1	14	TRUE	E2	120	FALSE	unk
bnn1404	Included was the charge that E1 siphoned $ 45 million of E2 funds for her other ventures .	her	70	E1	29	TRUE	E2	57	FALSE	unk
bnn2845	Mr. E1 said she hopes the E2 will consider that measure soon .	she	12	E1	4	TRUE	E2	26	FALSE	unk
bnn2883	In any event , Mr. E1 and many others say that the easy gains in narrowing the trade gap have already been made . `` E2 is definitely going to be more politically sensitive over the next six or seven months as improvement begins to slow , '' she said .	she	242	E1	19	TRUE	E2	117	FALSE	unk
bnn484	Mr. E1 would appear to see his central task , however , as that of ensuring that foundations of an alliance among labor , capital and the state are properly laid before the demands for a multiparty system reach a crescendo . If she were able to construct a popular and efficient corporatist system , he or his heir would be wellplaced to rein in political opposition , and to re-establish control in E2 .	she	228	E1	4	TRUE	E2	400	FALSE	unk
bnn1827	Mr. E1 said in the filing that he sold the stock to decrease his position in the E2 , Ill. , banking concern . He may sell more shares in the open market or in private transactions , but would n't rule out changing her intentions and buying shares , the filing said .	her	215	E1	4	TRUE	E2	81	FALSE	unk
bnn377	Mr. E1 , who started his career as an Air Force investigator and worked as a security officer for several large companies , built his California Plant Protection from a tiny mom-and-pop security patrol firm here in the E2 . She joined the firm in 1963 and bought it from the owners the next year .	She	224	E1	4	TRUE	E2	219	FALSE	unk
bnn2934	Mr. E1 said E2 's new mill is expected to produce about 585,000 tons of steel rods this year , up from 413,000 tons in 1988 . Production at the mill has exceeded the ability of Keystone 's casting operation to supply it , she said , which will force Keystone to purchase billet , or unfinished steel bars , from outside the company during the fourth quarter and next year .	she	222	E1	4	TRUE	E2	12	FALSE	unk
bnn818	Mr. E1 , who arrived late at the E2 with his crew because she had started early in the morning setting up tanks at another site , just got the first raise he can remember in eight years , to $ 8.50 an hour from $ 8 .	she	58	E1	4	TRUE	E2	33	FALSE	unk
bnn2651	After sitting with 20 % of his fund in cash before E1 's sell-off , Mr. E2 says she bought `` a narrow list of stocks '' yesterday .	she	80	E1	51	FALSE	E2	72	TRUE	unk
